PDT Number,using backup body themistor,Date & Time of PDT,Depth (m),Minimum Temperature ,Maximum Temperature,Mean Temperature,Delta Temperature,repeats
129,no,11-Dec-2004 06:00,124,16.2,16.2,16.2,0.0,1
129,no,11-Dec-2004 06:00,152,15.6,15.8,15.7,0.1,1
130,no,11-Dec-2004 18:00,0,16.0,16.4,16.2,0.2,1
130,no,11-Dec-2004 18:00,4,16.0,16.4,16.2,0.2,1
130,no,11-Dec-2004 18:00,56,16.2,16.2,16.2,0.0,1
130,no,11-Dec-2004 18:00,96,16.2,16.4,16.3,0.1,1
130,no,11-Dec-2004 18:00,132,16.0,16.0,16.0,0.0,1
130,no,11-Dec-2004 18:00,168,15.2,15.6,15.4,0.2,1
130,no,11-Dec-2004 18:00,244,14.4,14.4,14.4,0.0,1
130,no,11-Dec-2004 18:00,256,14.4,14.4,14.4,0.0,1
131,no,12-Dec-2004 06:00,0,14.6,16.4,15.5,0.9,1
131,no,12-Dec-2004 06:00,4,14.6,16.4,15.5,0.9,1
131,no,12-Dec-2004 06:00,84,14.2,16.0,15.1,0.9,1
131,no,12-Dec-2004 06:00,88,14.0,16.4,15.2,1.2,1
131,no,12-Dec-2004 06:00,128,15.8,15.8,15.8,0.0,1
131,no,12-Dec-2004 06:00,164,15.0,15.0,15.0,0.0,1
131,no,12-Dec-2004 06:00,224,14.0,14.2,14.1,0.1,1
131,no,12-Dec-2004 06:00,240,13.8,13.8,13.8,0.0,1
132,no,12-Dec-2004 18:00,0,15.8,16.0,15.9,0.1,1
132,no,12-Dec-2004 18:00,4,15.8,16.0,15.9,0.1,1
132,no,12-Dec-2004 18:00,40,15.8,16.0,15.9,0.1,1
132,no,12-Dec-2004 18:00,44,15.8,16.0,15.9,0.1,1
132,no,12-Dec-2004 18:00,68,15.8,16.0,15.9,0.1,1
132,no,12-Dec-2004 18:00,76,15.8,16.0,15.9,0.1,1
132,no,12-Dec-2004 18:00,96,15.4,16.0,15.7,0.3,1
132,no,12-Dec-2004 18:00,112,14.4,16.0,15.2,0.8,1
133,no,13-Dec-2004 06:00,0,15.8,16.0,15.9,0.1,1
133,no,13-Dec-2004 06:00,4,15.8,16.0,15.9,0.1,1
133,no,13-Dec-2004 06:00,36,15.8,16.0,15.9,0.1,1
133,no,13-Dec-2004 06:00,64,15.8,16.0,15.9,0.1,1
133,no,13-Dec-2004 06:00,88,15.8,16.0,15.9,0.1,1
133,no,13-Dec-2004 06:00,108,15.2,16.0,15.6,0.4,1
133,no,13-Dec-2004 06:00,136,14.0,14.0,14.0,0.0,1
133,no,13-Dec-2004 06:00,160,13.6,13.6,13.6,0.0,1
134,no,13-Dec-2004 18:00,0,15.6,15.8,15.7,0.1,1
134,no,13-Dec-2004 18:00,4,15.6,15.8,15.7,0.1,1
134,no,13-Dec-2004 18:00,24,15.8,15.8,15.8,0.0,1
134,no,13-Dec-2004 18:00,48,15.6,15.8,15.7,0.1,1
134,no,13-Dec-2004 18:00,56,15.8,15.8,15.8,0.0,1
134,no,13-Dec-2004 18:00,84,15.6,16.0,15.8,0.2,1
134,no,13-Dec-2004 18:00,88,15.6,16.0,15.8,0.2,1
134,no,13-Dec-2004 18:00,108,15.2,15.6,15.4,0.2,1
135,no,14-Dec-2004 06:00,0,14.4,15.8,15.1,0.7,1
135,no,14-Dec-2004 06:00,4,14.4,15.8,15.1,0.7,1
135,no,14-Dec-2004 06:00,32,14.6,15.8,15.2,0.6,1
135,no,14-Dec-2004 06:00,44,14.6,15.8,15.2,0.6,1
135,no,14-Dec-2004 06:00,56,14.4,15.8,15.1,0.7,1
135,no,14-Dec-2004 06:00,68,14.6,16.0,15.3,0.7,1
135,no,14-Dec-2004 06:00,92,15.8,15.8,15.8,0.0,1
135,no,14-Dec-2004 06:00,100,15.4,15.8,15.6,0.2,1
136,no,14-Dec-2004 18:00,0,13.8,14.4,14.1,0.3,1
136,no,14-Dec-2004 18:00,4,13.8,14.4,14.1,0.3,1
136,no,14-Dec-2004 18:00,56,13.8,14.4,14.1,0.3,1
136,no,14-Dec-2004 18:00,116,13.0,13.2,13.1,0.1,1
136,no,14-Dec-2004 18:00,148,12.4,12.4,12.4,0.0,1
136,no,14-Dec-2004 18:00,168,12.2,12.2,12.2,0.0,1
136,no,14-Dec-2004 18:00,204,12.2,12.2,12.2,0.0,1
136,no,14-Dec-2004 18:00,256,11.8,11.8,11.8,0.0,1
137,no,15-Dec-2004 06:00,0,13.8,14.0,13.9,0.1,1
137,no,15-Dec-2004 06:00,4,13.8,14.0,13.9,0.1,1
137,no,15-Dec-2004 06:00,36,13.8,14.2,14.0,0.2,1
137,no,15-Dec-2004 06:00,76,13.8,14.0,13.9,0.1,1
137,no,15-Dec-2004 06:00,96,13.8,14.0,13.9,0.1,1
137,no,15-Dec-2004 06:00,108,13.8,13.8,13.8,0.0,1
137,no,15-Dec-2004 06:00,144,12.4,12.6,12.5,0.1,1
137,no,15-Dec-2004 06:00,160,12.2,12.2,12.2,0.0,1
138,no,15-Dec-2004 18:00,0,13.6,14.2,13.9,0.3,1
138,no,15-Dec-2004 18:00,4,13.6,14.2,13.9,0.3,1
138,no,15-Dec-2004 18:00,20,13.6,13.6,13.6,0.0,1
138,no,15-Dec-2004 18:00,40,13.6,14.2,13.9,0.3,1
138,no,15-Dec-2004 18:00,44,13.6,14.2,13.9,0.3,1
138,no,15-Dec-2004 18:00,64,13.6,14.2,13.9,0.3,1
138,no,15-Dec-2004 18:00,72,13.6,14.2,13.9,0.3,1
138,no,15-Dec-2004 18:00,84,13.6,13.6,13.6,0.0,1
139,no,16-Dec-2004 06:00,0,13.2,14.2,13.7,0.5,1
139,no,16-Dec-2004 06:00,4,13.2,14.2,13.7,0.5,1
139,no,16-Dec-2004 06:00,32,13.2,14.2,13.7,0.5,1
139,no,16-Dec-2004 06:00,56,13.2,14.2,13.7,0.5,1
139,no,16-Dec-2004 06:00,76,13.2,14.2,13.7,0.5,1
139,no,16-Dec-2004 06:00,88,14.0,14.4,14.2,0.2,1
139,no,16-Dec-2004 06:00,108,13.6,14.4,14.0,0.4,1
139,no,16-Dec-2004 06:00,136,14.6,14.8,14.7,0.1,1
140,no,16-Dec-2004 18:00,0,13.2,13.4,13.3,0.1,1
140,no,16-Dec-2004 18:00,4,13.2,13.4,13.3,0.1,1
140,no,16-Dec-2004 18:00,20,13.2,13.2,13.2,0.0,1
140,no,16-Dec-2004 18:00,40,13.2,13.2,13.2,0.0,1
140,no,16-Dec-2004 18:00,52,13.2,13.2,13.2,0.0,1
140,no,16-Dec-2004 18:00,68,13.2,13.2,13.2,0.0,1
140,no,16-Dec-2004 18:00,88,13.2,13.2,13.2,0.0,1
140,no,16-Dec-2004 18:00,92,13.2,13.2,13.2,0.0,1
141,no,17-Dec-2004 06:00,0,13.0,13.4,13.2,0.2,1
141,no,17-Dec-2004 06:00,4,13.0,13.4,13.2,0.2,1
141,no,17-Dec-2004 06:00,28,13.2,13.4,13.3,0.1,1
141,no,17-Dec-2004 06:00,36,13.2,13.2,13.2,0.0,1
141,no,17-Dec-2004 06:00,52,13.2,13.2,13.2,0.0,1
141,no,17-Dec-2004 06:00,60,13.2,13.2,13.2,0.0,1
141,no,17-Dec-2004 06:00,76,13.2,13.2,13.2,0.0,1
141,no,17-Dec-2004 06:00,92,13.2,13.2,13.2,0.0,1
142,no,17-Dec-2004 18:00,0,13.0,14.6,13.8,0.8,1
142,no,17-Dec-2004 18:00,4,13.0,14.6,13.8,0.8,1
142,no,17-Dec-2004 18:00,32,13.0,13.4,13.2,0.2,1
142,no,17-Dec-2004 18:00,40,13.0,13.4,13.2,0.2,1
142,no,17-Dec-2004 18:00,52,13.0,13.2,13.1,0.1,1
142,no,17-Dec-2004 18:00,72,13.2,13.2,13.2,0.0,1
142,no,17-Dec-2004 18:00,80,13.2,13.2,13.2,0.0,1
142,no,17-Dec-2004 18:00,100,13.2,14.2,13.7,0.5,1
143,no,18-Dec-2004 06:00,0,14.2,14.6,14.4,0.2,1
143,no,18-Dec-2004 06:00,4,14.2,14.6,14.4,0.2,1
143,no,18-Dec-2004 06:00,92,14.0,14.4,14.2,0.2,1
143,no,18-Dec-2004 06:00,168,12.8,13.2,13.0,0.2,1
143,no,18-Dec-2004 06:00,224,12.4,13.2,12.8,0.4,1
143,no,18-Dec-2004 06:00,284,12.4,12.4,12.4,0.0,1
143,no,18-Dec-2004 06:00,380,11.0,11.2,11.1,0.1,1
143,no,18-Dec-2004 06:00,420,10.8,10.8,10.8,0.0,1
144,no,18-Dec-2004 18:00,0,14.8,15.0,14.9,0.1,1
144,no,18-Dec-2004 18:00,4,14.8,15.0,14.9,0.1,1
144,no,18-Dec-2004 18:00,28,14.6,15.0,14.8,0.2,1
144,no,18-Dec-2004 18:00,44,14.6,15.0,14.8,0.2,1
144,no,18-Dec-2004 18:00,64,14.8,15.0,14.9,0.1,1
144,no,18-Dec-2004 18:00,80,14.8,14.8,14.8,0.0,1
144,no,18-Dec-2004 18:00,96,14.8,15.0,14.9,0.1,1
144,no,18-Dec-2004 18:00,120,14.6,14.8,14.7,0.1,1
145,no,19-Dec-2004 06:00,0,14.4,15.0,14.7,0.3,1
145,no,19-Dec-2004 06:00,4,14.4,15.0,14.7,0.3,1
145,no,19-Dec-2004 06:00,60,14.4,15.0,14.7,0.3,1
145,no,19-Dec-2004 06:00,136,15.0,15.0,15.0,0.0,1
145,no,19-Dec-2004 06:00,148,14.2,15.0,14.6,0.4,1
145,no,19-Dec-2004 06:00,188,13.4,13.4,13.4,0.0,1
145,no,19-Dec-2004 06:00,256,12.6,12.6,12.6,0.0,1
145,no,19-Dec-2004 06:00,272,12.4,12.4,12.4,0.0,1
146,no,19-Dec-2004 18:00,0,14.6,15.0,14.8,0.2,1
146,no,19-Dec-2004 18:00,4,14.6,15.0,14.8,0.2,1
146,no,19-Dec-2004 18:00,32,14.6,15.0,14.8,0.2,1
146,no,19-Dec-2004 18:00,68,14.6,14.8,14.7,0.1,1
146,no,19-Dec-2004 18:00,76,14.6,15.0,14.8,0.2,1
146,no,19-Dec-2004 18:00,96,14.6,15.0,14.8,0.2,1
146,no,19-Dec-2004 18:00,120,14.2,14.6,14.4,0.2,1
146,no,19-Dec-2004 18:00,148,14.0,14.0,14.0,0.0,1
147,no,20-Dec-2004 06:00,0,13.8,15.0,14.4,0.6,1
147,no,20-Dec-2004 06:00,4,13.8,15.0,14.4,0.6,1
147,no,20-Dec-2004 06:00,52,14.6,15.0,14.8,0.2,1
147,no,20-Dec-2004 06:00,88,14.4,14.8,14.6,0.2,1
147,no,20-Dec-2004 06:00,112,14.4,15.0,14.7,0.3,1
147,no,20-Dec-2004 06:00,148,13.8,14.2,14.0,0.2,1
147,no,20-Dec-2004 06:00,152,13.8,14.4,14.1,0.3,1
147,no,20-Dec-2004 06:00,192,13.0,13.6,13.3,0.3,1
148,no,20-Dec-2004 18:00,0,13.4,14.0,13.7,0.3,1
148,no,20-Dec-2004 18:00,4,13.4,14.0,13.7,0.3,1
148,no,20-Dec-2004 18:00,52,14.0,14.0,14.0,0.0,1
148,no,20-Dec-2004 18:00,116,13.6,14.0,13.8,0.2,1
148,no,20-Dec-2004 18:00,124,13.6,14.0,13.8,0.2,1
148,no,20-Dec-2004 18:00,164,13.6,13.8,13.7,0.1,1
148,no,20-Dec-2004 18:00,192,13.0,13.0,13.0,0.0,1
148,no,20-Dec-2004 18:00,240,12.6,12.8,12.7,0.1,1
149,no,21-Dec-2004 06:00,0,13.0,14.4,13.7,0.7,1
149,no,21-Dec-2004 06:00,4,13.0,14.2,13.6,0.6,1
149,no,21-Dec-2004 06:00,120,13.4,14.0,13.7,0.3,1
149,no,21-Dec-2004 06:00,160,13.0,13.4,13.2,0.2,1
149,no,21-Dec-2004 06:00,176,13.0,13.2,13.1,0.1,1
149,no,21-Dec-2004 06:00,232,12.6,12.8,12.7,0.1,1
149,no,21-Dec-2004 06:00,272,12.6,12.6,12.6,0.0,1
149,no,21-Dec-2004 06:00,344,12.4,12.4,12.4,0.0,1
150,no,21-Dec-2004 18:00,0,13.2,13.8,13.5,0.3,1
150,no,21-Dec-2004 18:00,4,13.2,13.8,13.5,0.3,1
150,no,21-Dec-2004 18:00,44,13.4,13.8,13.6,0.2,1
150,no,21-Dec-2004 18:00,52,13.4,13.8,13.6,0.2,1
150,no,21-Dec-2004 18:00,72,13.4,13.8,13.6,0.2,1
150,no,21-Dec-2004 18:00,100,13.4,14.0,13.7,0.3,1
150,no,21-Dec-2004 18:00,108,13.4,14.0,13.7,0.3,1
150,no,21-Dec-2004 18:00,132,13.0,13.4,13.2,0.2,1
151,no,22-Dec-2004 06:00,0,13.0,13.8,13.4,0.4,1
151,no,22-Dec-2004 06:00,4,13.0,13.8,13.4,0.4,1
151,no,22-Dec-2004 06:00,140,12.8,13.8,13.3,0.5,1
151,no,22-Dec-2004 06:00,156,13.6,13.8,13.7,0.1,1
151,no,22-Dec-2004 06:00,220,12.2,12.2,12.2,0.0,1
151,no,22-Dec-2004 06:00,288,12.0,12.0,12.0,0.0,1
151,no,22-Dec-2004 06:00,348,11.8,11.8,11.8,0.0,1
151,no,22-Dec-2004 06:00,428,11.6,11.6,11.6,0.0,1
152,no,22-Dec-2004 18:00,0,13.0,13.6,13.3,0.3,1
152,no,22-Dec-2004 18:00,4,13.0,13.6,13.3,0.3,1
152,no,22-Dec-2004 18:00,56,13.0,13.2,13.1,0.1,1
152,no,22-Dec-2004 18:00,72,13.0,13.2,13.1,0.1,1
152,no,22-Dec-2004 18:00,84,13.0,13.2,13.1,0.1,1
152,no,22-Dec-2004 18:00,112,13.0,13.0,13.0,0.0,1
152,no,22-Dec-2004 18:00,132,13.0,13.2,13.1,0.1,1
152,no,22-Dec-2004 18:00,164,12.6,12.6,12.6,0.0,1
153,no,23-Dec-2004 06:00,0,12.8,13.4,13.1,0.3,1
153,no,23-Dec-2004 06:00,4,12.8,13.4,13.1,0.3,1
153,no,23-Dec-2004 06:00,32,12.8,13.0,12.9,0.1,1
153,no,23-Dec-2004 06:00,68,12.8,13.4,13.1,0.3,1
153,no,23-Dec-2004 06:00,76,12.8,13.0,12.9,0.1,1
153,no,23-Dec-2004 06:00,96,12.8,12.8,12.8,0.0,1
153,no,23-Dec-2004 06:00,136,12.8,12.8,12.8,0.0,1
153,no,23-Dec-2004 06:00,144,12.8,12.8,12.8,0.0,1
154,no,23-Dec-2004 18:00,0,13.0,13.2,13.1,0.1,1
154,no,23-Dec-2004 18:00,4,13.0,13.2,13.1,0.1,1
154,no,23-Dec-2004 18:00,52,13.0,13.2,13.1,0.1,1
154,no,23-Dec-2004 18:00,60,13.0,13.2,13.1,0.1,1
154,no,23-Dec-2004 18:00,80,13.0,13.2,13.1,0.1,1
154,no,23-Dec-2004 18:00,96,13.0,13.2,13.1,0.1,1
154,no,23-Dec-2004 18:00,128,13.0,13.2,13.1,0.1,1
154,no,23-Dec-2004 18:00,148,13.0,13.0,13.0,0.0,1
155,no,24-Dec-2004 06:00,0,12.8,13.2,13.0,0.2,1
155,no,24-Dec-2004 06:00,4,12.8,13.2,13.0,0.2,1
155,no,24-Dec-2004 06:00,56,13.0,13.2,13.1,0.1,1
155,no,24-Dec-2004 06:00,60,12.8,13.2,13.0,0.2,1
155,no,24-Dec-2004 06:00,88,12.8,13.0,12.9,0.1,1
155,no,24-Dec-2004 06:00,120,12.8,13.0,12.9,0.1,1
155,no,24-Dec-2004 06:00,136,12.8,12.8,12.8,0.0,1
155,no,24-Dec-2004 06:00,160,12.4,12.4,12.4,0.0,1
156,no,24-Dec-2004 18:00,0,13.0,13.2,13.1,0.1,1
156,no,24-Dec-2004 18:00,4,13.0,13.2,13.1,0.1,1
156,no,24-Dec-2004 18:00,16,13.0,13.2,13.1,0.1,1
156,no,24-Dec-2004 18:00,24,13.0,13.2,13.1,0.1,1
156,no,24-Dec-2004 18:00,36,13.0,13.2,13.1,0.1,1
156,no,24-Dec-2004 18:00,44,13.0,13.2,13.1,0.1,1
156,no,24-Dec-2004 18:00,48,13.0,13.2,13.1,0.1,1
156,no,24-Dec-2004 18:00,56,13.0,13.2,13.1,0.1,1
157,no,25-Dec-2004 06:00,0,13.2,13.2,13.2,0.0,1
157,no,25-Dec-2004 06:00,4,13.2,13.2,13.2,0.0,1
157,no,25-Dec-2004 06:00,60,13.2,13.2,13.2,0.0,1
157,no,25-Dec-2004 06:00,64,13.2,13.2,13.2,0.0,1
157,no,25-Dec-2004 06:00,96,13.2,13.2,13.2,0.0,1
157,no,25-Dec-2004 06:00,116,13.2,13.2,13.2,0.0,1
157,no,25-Dec-2004 06:00,136,13.2,13.2,13.2,0.0,1
157,no,25-Dec-2004 06:00,172,12.8,13.0,12.9,0.1,1
158,no,25-Dec-2004 18:00,0,13.0,13.2,13.1,0.1,1
158,no,25-Dec-2004 18:00,32,13.2,13.2,13.2,0.0,1
158,no,25-Dec-2004 18:00,44,13.2,13.2,13.2,0.0,1
158,no,25-Dec-2004 18:00,60,13.2,13.2,13.2,0.0,1
158,no,25-Dec-2004 18:00,80,13.2,13.2,13.2,0.0,1
158,no,25-Dec-2004 18:00,104,13.2,13.2,13.2,0.0,1
158,no,25-Dec-2004 18:00,124,13.2,13.2,13.2,0.0,1
158,no,25-Dec-2004 18:00,152,13.0,13.2,13.1,0.1,1
159,no,26-Dec-2004 06:00,0,13.0,13.0,13.0,0.0,1
159,no,26-Dec-2004 06:00,4,13.0,13.0,13.0,0.0,1
159,no,26-Dec-2004 06:00,36,13.0,13.0,13.0,0.0,1
159,no,26-Dec-2004 06:00,44,13.0,13.2,13.1,0.1,1
159,no,26-Dec-2004 06:00,60,13.0,13.0,13.0,0.0,1
159,no,26-Dec-2004 06:00,72,13.0,13.0,13.0,0.0,1
159,no,26-Dec-2004 06:00,88,13.0,13.0,13.0,0.0,1
159,no,26-Dec-2004 06:00,108,13.0,13.0,13.0,0.0,1
160,no,26-Dec-2004 18:00,0,13.0,13.0,13.0,0.0,1
160,no,26-Dec-2004 18:00,36,13.0,13.0,13.0,0.0,1
160,no,26-Dec-2004 18:00,44,13.0,13.0,13.0,0.0,1
160,no,26-Dec-2004 18:00,68,13.0,13.2,13.1,0.1,1
160,no,26-Dec-2004 18:00,100,13.0,13.2,13.1,0.1,1
160,no,26-Dec-2004 18:00,120,13.0,13.2,13.1,0.1,1
160,no,26-Dec-2004 18:00,156,13.0,13.2,13.1,0.1,1
160,no,26-Dec-2004 18:00,184,12.2,12.6,12.4,0.2,1
161,no,27-Dec-2004 06:00,0,13.0,13.0,13.0,0.0,1
161,no,27-Dec-2004 06:00,4,13.0,13.0,13.0,0.0,1
161,no,27-Dec-2004 06:00,40,13.0,13.0,13.0,0.0,1
161,no,27-Dec-2004 06:00,56,13.0,13.0,13.0,0.0,1
161,no,27-Dec-2004 06:00,64,13.0,13.0,13.0,0.0,1
161,no,27-Dec-2004 06:00,80,13.0,13.0,13.0,0.0,1
161,no,27-Dec-2004 06:00,100,13.0,13.0,13.0,0.0,1
161,no,27-Dec-2004 06:00,120,13.0,13.0,13.0,0.0,1
162,no,27-Dec-2004 18:00,0,12.8,13.2,13.0,0.2,1
162,no,27-Dec-2004 18:00,4,12.8,13.2,13.0,0.2,1
162,no,27-Dec-2004 18:00,32,12.8,13.0,12.9,0.1,1
162,no,27-Dec-2004 18:00,52,12.8,13.0,12.9,0.1,1
162,no,27-Dec-2004 18:00,56,12.8,13.0,12.9,0.1,1
162,no,27-Dec-2004 18:00,72,12.8,13.0,12.9,0.1,1
162,no,27-Dec-2004 18:00,84,12.8,13.0,12.9,0.1,1
162,no,27-Dec-2004 18:00,104,13.0,13.0,13.0,0.0,1
163,no,28-Dec-2004 06:00,0,13.0,13.4,13.2,0.2,1
163,no,28-Dec-2004 06:00,4,13.0,13.2,13.1,0.1,1
163,no,28-Dec-2004 06:00,32,13.2,13.4,13.3,0.1,1
163,no,28-Dec-2004 06:00,60,13.0,13.2,13.1,0.1,1
163,no,28-Dec-2004 06:00,64,13.0,13.4,13.2,0.2,1
163,no,28-Dec-2004 06:00,84,13.0,13.4,13.2,0.2,1
163,no,28-Dec-2004 06:00,96,13.2,13.4,13.3,0.1,1
163,no,28-Dec-2004 06:00,120,13.0,13.4,13.2,0.2,1
164,no,28-Dec-2004 18:00,0,13.2,13.2,13.2,0.0,1
164,no,28-Dec-2004 18:00,28,13.2,13.2,13.2,0.0,1
164,no,28-Dec-2004 18:00,72,13.2,13.4,13.3,0.1,1
164,no,28-Dec-2004 18:00,84,13.2,13.4,13.3,0.1,1
164,no,28-Dec-2004 18:00,120,13.2,13.4,13.3,0.1,1
164,no,28-Dec-2004 18:00,148,12.6,13.4,13.0,0.4,1
164,no,28-Dec-2004 18:00,180,12.4,12.4,12.4,0.0,1
164,no,28-Dec-2004 18:00,224,12.2,12.2,12.2,0.0,1
165,no,29-Dec-2004 06:00,0,13.0,13.2,13.1,0.1,1
165,no,29-Dec-2004 06:00,72,13.2,13.2,13.2,0.0,1
165,no,29-Dec-2004 06:00,172,12.2,13.2,12.7,0.5,1
165,no,29-Dec-2004 06:00,232,12.0,12.4,12.2,0.2,1
165,no,29-Dec-2004 06:00,364,11.8,11.8,11.8,0.0,1
165,no,29-Dec-2004 06:00,464,11.4,11.6,11.5,0.1,1
165,no,29-Dec-2004 06:00,476,11.4,11.6,11.5,0.1,1
165,no,29-Dec-2004 06:00,604,11.0,11.0,11.0,0.0,1
166,no,29-Dec-2004 18:00,0,13.0,13.2,13.1,0.1,1
166,no,29-Dec-2004 18:00,36,13.2,13.2,13.2,0.0,1
166,no,29-Dec-2004 18:00,64,13.0,13.2,13.1,0.1,1
166,no,29-Dec-2004 18:00,88,13.0,13.2,13.1,0.1,1
166,no,29-Dec-2004 18:00,124,13.0,13.2,13.1,0.1,1
166,no,29-Dec-2004 18:00,132,13.0,13.2,13.1,0.1,1
166,no,29-Dec-2004 18:00,164,13.0,13.2,13.1,0.1,1
166,no,29-Dec-2004 18:00,196,12.2,12.8,12.5,0.3,1
167,no,30-Dec-2004 06:00,0,13.2,13.4,13.3,0.1,1
167,no,30-Dec-2004 06:00,60,13.0,13.2,13.1,0.1,1
167,no,30-Dec-2004 06:00,152,12.8,13.2,13.0,0.2,1
167,no,30-Dec-2004 06:00,160,12.6,13.2,12.9,0.3,1
167,no,30-Dec-2004 06:00,228,12.2,12.4,12.3,0.1,1
167,no,30-Dec-2004 06:00,308,11.8,12.0,11.9,0.1,1
167,no,30-Dec-2004 06:00,428,11.4,11.6,11.5,0.1,1
167,no,30-Dec-2004 06:00,440,11.4,11.6,11.5,0.1,1
168,no,30-Dec-2004 18:00,0,13.2,13.4,13.3,0.1,1
168,no,30-Dec-2004 18:00,24,13.4,13.4,13.4,0.0,1
168,no,30-Dec-2004 18:00,48,13.4,13.4,13.4,0.0,1
168,no,30-Dec-2004 18:00,80,13.4,13.4,13.4,0.0,1
168,no,30-Dec-2004 18:00,96,13.4,13.4,13.4,0.0,1
168,no,30-Dec-2004 18:00,136,13.2,13.4,13.3,0.1,1
168,no,30-Dec-2004 18:00,144,13.4,13.4,13.4,0.0,1
168,no,30-Dec-2004 18:00,180,13.4,13.4,13.4,0.0,1
169,no,31-Dec-2004 06:00,0,13.2,13.4,13.3,0.1,1
169,no,31-Dec-2004 06:00,60,13.4,13.4,13.4,0.0,1
169,no,31-Dec-2004 06:00,144,13.2,13.4,13.3,0.1,1
169,no,31-Dec-2004 06:00,156,13.2,13.4,13.3,0.1,1
169,no,31-Dec-2004 06:00,232,12.6,12.6,12.6,0.0,1
169,no,31-Dec-2004 06:00,276,12.2,12.2,12.2,0.0,1
169,no,31-Dec-2004 06:00,340,12.2,12.2,12.2,0.0,1
169,no,31-Dec-2004 06:00,424,12.0,12.0,12.0,0.0,1
170,no,31-Dec-2004 18:00,0,13.2,14.2,13.7,0.5,1
170,no,31-Dec-2004 18:00,4,14.2,14.2,14.2,0.0,1
170,no,31-Dec-2004 18:00,76,13.4,14.2,13.8,0.4,1
170,no,31-Dec-2004 18:00,112,13.4,14.2,13.8,0.4,1
170,no,31-Dec-2004 18:00,140,14.0,14.2,14.1,0.1,1
170,no,31-Dec-2004 18:00,160,14.0,14.0,14.0,0.0,1
170,no,31-Dec-2004 18:00,220,13.4,13.4,13.4,0.0,1
170,no,31-Dec-2004 18:00,240,13.2,13.2,13.2,0.0,1
171,no,01-Jan-2005 06:00,0,14.0,14.4,14.2,0.2,1
171,no,01-Jan-2005 06:00,0,14.0,14.4,14.2,0.2,1
171,no,01-Jan-2005 06:00,0,14.0,14.4,14.2,0.2,1
171,no,01-Jan-2005 06:00,4,14.0,14.4,14.2,0.2,1
171,no,01-Jan-2005 06:00,4,14.0,14.4,14.2,0.2,1
171,no,01-Jan-2005 06:00,4,14.0,14.4,14.2,0.2,1
171,no,01-Jan-2005 06:00,4,14.0,14.4,14.2,0.2,1
171,no,01-Jan-2005 06:00,8,14.2,14.2,14.2,0.0,1
172,no,01-Jan-2005 18:00,0,13.8,14.4,14.1,0.3,1
172,no,01-Jan-2005 18:00,4,14.2,14.2,14.2,0.0,1
172,no,01-Jan-2005 18:00,48,13.8,14.2,14.0,0.2,1
172,no,01-Jan-2005 18:00,100,13.8,14.2,14.0,0.2,1
172,no,01-Jan-2005 18:00,132,13.8,14.0,13.9,0.1,1
172,no,01-Jan-2005 18:00,160,13.6,13.8,13.7,0.1,1
172,no,01-Jan-2005 18:00,176,13.6,13.8,13.7,0.1,1
172,no,01-Jan-2005 18:00,212,13.6,13.6,13.6,0.0,1
173,no,02-Jan-2005 06:00,0,14.0,14.0,14.0,0.0,1
173,no,02-Jan-2005 06:00,88,14.0,14.0,14.0,0.0,1
173,no,02-Jan-2005 06:00,160,13.8,14.0,13.9,0.1,1
173,no,02-Jan-2005 06:00,240,13.2,13.2,13.2,0.0,1
173,no,02-Jan-2005 06:00,304,12.8,13.0,12.9,0.1,1
173,no,02-Jan-2005 06:00,388,12.4,12.6,12.5,0.1,1
173,no,02-Jan-2005 06:00,460,12.0,12.2,12.1,0.1,1
173,no,02-Jan-2005 06:00,496,12.0,12.0,12.0,0.0,1
174,no,02-Jan-2005 18:00,0,13.8,14.0,13.9,0.1,1
174,no,02-Jan-2005 18:00,4,13.8,14.0,13.9,0.1,1
174,no,02-Jan-2005 18:00,64,14.0,14.0,14.0,0.0,1
174,no,02-Jan-2005 18:00,96,14.0,14.0,14.0,0.0,1
174,no,02-Jan-2005 18:00,140,13.6,14.0,13.8,0.2,1
174,no,02-Jan-2005 18:00,188,13.6,13.6,13.6,0.0,1
174,no,02-Jan-2005 18:00,228,13.2,13.4,13.3,0.1,1
174,no,02-Jan-2005 18:00,268,13.0,13.0,13.0,0.0,1
175,no,03-Jan-2005 06:00,0,13.8,14.0,13.9,0.1,1
175,no,03-Jan-2005 06:00,4,13.8,14.0,13.9,0.1,1
175,no,03-Jan-2005 06:00,140,13.6,14.0,13.8,0.2,1
175,no,03-Jan-2005 06:00,248,13.4,13.4,13.4,0.0,1
175,no,03-Jan-2005 06:00,324,12.6,12.8,12.7,0.1,1
175,no,03-Jan-2005 06:00,420,12.2,12.2,12.2,0.0,1
175,no,03-Jan-2005 06:00,504,11.6,11.8,11.7,0.1,1
175,no,03-Jan-2005 06:00,556,11.6,11.6,11.6,0.0,1
176,no,03-Jan-2005 18:00,0,13.8,14.0,13.9,0.1,1
176,no,03-Jan-2005 18:00,4,13.8,14.0,13.9,0.1,1
176,no,03-Jan-2005 18:00,216,13.4,13.4,13.4,0.0,1
176,no,03-Jan-2005 18:00,380,12.4,12.4,12.4,0.0,1
176,no,03-Jan-2005 18:00,580,11.4,11.4,11.4,0.0,1
176,no,03-Jan-2005 18:00,600,11.2,11.2,11.2,0.0,1
